var,country,country_name,code,region,city,airport,latitude,longitude
IataGLR,us,United States,glr,Michigan,Gaylord,Gaylord Regional Airport,45.0135,-84.7036
IataGLS,us,United States,gls,Texas,Galveston,Scholes International Airport at Galveston,29.2653,-94.8604
IataGLV,us,United States,glv,Alaska,Golovin,Golovin Airport,64.5505,-163.007
IataGLW,us,United States,glw,Kentucky,Glasgow,Glasgow Municipal Airport,37.0318,-85.9537
IataGMT,us,United States,gmt,Alaska,Granite Mountain,Granite Mountain Air Station,65.4021,-161.281
IataGMU,us,United States,gmu,South Carolina,Greenville,Greenville Downtown Airport,34.8479,-82.35
IataGMV,us,United States,gmv,Utah,Oljato-Monument Valley,Monument Valley Airport,37.0167,-110.201
IataGNF,us,United States,gnf,California,Quincy,Gansner Field,39.9439,-120.945
IataGNG,us,United States,gng,Idaho,Gooding,Gooding Municipal Airport,42.9172,-114.765
IataGNT,us,United States,gnt,New Mexico,Grants,Grants-Milan Municipal Airport,35.1673,-107.902
IataGNU,us,United States,gnu,Alaska,Goodnews Bay,Goodnews Airport,59.1174,-161.577
IataGNV,us,United States,gnv,Florida,Gainesville,Gainesville Regional Airport,29.6901,-82.2718
IataGOK,us,United States,gok,Oklahoma,Guthrie,Guthrie-Edmond Regional Airport,35.8498,-97.4156
IataGOL,us,United States,gol,Oregon,Gold Beach,Gold Beach Municipal Airport,42.4134,-124.424
IataGON,us,United States,gon,Connecticut,Groton,Groton-New London Airport,41.3301,-72.0451
IataGPT,us,United States,gpt,Mississippi,Gulfport,Gulfport-Biloxi International Airport,30.4073,-89.0701
IataGPZ,us,United States,gpz,Minnesota,Grand Rapids,Grand Rapids-Itasca County Airport (Gordon Newstrom Field),47.2111,-93.5098
IataGQQ,us,United States,gqq,Ohio,Galion,Galion Municipal Airport,40.7534,-82.7238
IataGRB,us,United States,grb,Wisconsin,Green Bay,Austin Straubel International Airport,44.4851,-88.1296
IataGRD,us,United States,grd,South Carolina,Greenwood,Greenwood County Airport,34.2487,-82.1591
IataGRE,us,United States,gre,Illinois,Greenville,Greenville Airport,38.8362,-89.3784
IataGRF,us,United States,grf,Washington,Fort Lewis/Tacoma,Gray Army Airfield,47.0792,-122.581
IataGRI,us,United States,gri,Nebraska,Grand Island,Central Nebraska Regional Airport,40.9675,-98.3096
IataGRK,us,United States,grk,Texas,Fort Cavazos,Killeen-Fort Hood Regional Airport / Robert Gray Army Airfield,31.0672,-97.8289
IataGRM,us,United States,grm,Minnesota,Grand Marais,Grand Marais/Cook County Airport,47.8383,-90.3829
IataGRN,us,United States,grn,Nebraska,Gordon,Gordon Municipal Airport,42.806,-102.175
IataGRR,us,United States,grr,Michigan,Grand Rapids,Gerald R. Ford International Airport,42.8808,-85.5228
IataGSB,us,United States,gsb,North Carolina,Goldsboro,Seymour Johnson Air Force Base,35.3394,-77.9606
IataGSH,us,United States,gsh,Indiana,Goshen,Goshen Municipal Airport,41.5264,-85.7929
IataGSO,us,United States,gso,North Carolina,Greensboro,Piedmont Triad International Airport,36.0978,-79.9373
IataGSP,us,United States,gsp,South Carolina,Upstate South Carolina,Greenville-Spartanburg International Airport,34.8957,-82.2189
IataGST,us,United States,gst,Alaska,Gustavus,Gustavus Airport,58.4253,-135.707
IataGTF,us,United States,gtf,Montana,Great Falls,Great Falls International Airport,47.482,-111.371
IataGTG,us,United States,gtg,Wisconsin,Grantsburg,Grantsburg Municipal Airport,45.7981,-92.6644
IataGTP,us,United States,gtp,Oregon,Grants Pass,Grants Pass Airport,42.5101,-123.388
IataGTR,us,United States,gtr,Mississippi,Columbus,Golden Triangle Regional Airport,33.4503,-88.5914
IataGTY,us,United States,gty,Pennsylvania,Gettysburg,Gettysburg Regional Airport,39.8409,-77.2742
IataGUC,us,United States,guc,Colorado,Gunnison,Gunnison-Crested Butte Regional Airport,38.5339,-106.933
IataGUF,us,United States,guf,Alabama,Gulf Shores,Jack Edwards Airport,30.2905,-87.6718
IataGUP,us,United States,gup,New Mexico,Gallup,Gallup Municipal Airport,35.5111,-108.789
IataGUS,us,United States,gus,Indiana,Peru,Grissom Air Reserve Base,40.6481,-86.1521
IataGUY,us,United States,guy,Oklahoma,Guymon,Guymon Municipal Airport,36.6851,-101.508
IataGVE,us,United States,gve,Virginia,Gordonsville,Gordonsville Municipal Airport,38.156,-78.1658
IataGVL,us,United States,gvl,Georgia,Gainesville,Lee Gilmer Memorial Airport,34.2726,-83.8302
IataGVT,us,United States,gvt,Texas,Greenville,Majors Airport,33.0678,-96.0653
IataGWO,us,United States,gwo,Mississippi,Greenwood,Greenwood-Leflore Airport,33.4943,-90.0847
IataGWS,us,United States,gws,Colorado,Glenwood Springs,Glenwood Springs Municipal Airport,39.5083,-107.311
IataGWV,us,United States,gwv,West Virginia,Glendale,Glendale Fokker Field,39.9487,-80.7595
IataGXY,us,United States,gxy,Colorado,Greeley,Greeley-Weld County Airport,40.4374,-104.633
IataGYR,us,United States,gyr,Arizona,Phoenix,Phoenix Goodyear Airport,33.4225,-112.376
IataGYY,us,United States,gyy,Illinois,Chicago,,41.8525,-87.6786
IataHAB,us,United States,hab,Alabama,Hamilton,Marion County - Rankin Fite Airport,34.1176,-87.9982
IataHAF,us,United States,haf,California,San Francisco,Half Moon Bay Airport,37.5134,-122.501
IataHAI,us,United States,hai,Michigan,Three Rivers,Three Rivers Municipal Airport (Dr. Haines Flying Field),41.9598,-85.5934
IataHAO,us,United States,hao,Ohio,Hamilton,Butler County Regional Airport,39.3638,-84.522
IataHAR,us,United States,har,Pennsylvania,Harrisburg,Capital City Airport,40.2171,-76.8515
IataHAX,us,United States,hax,Oklahoma,Muskogee,,35.7464,-95.4133
IataHBB,us,United States,hbb,New Mexico,Hobbs,Hobbs Industrial Airpark,32.7668,-103.209
IataHBG,us,United States,hbg,Mississippi,Hattiesburg,Hattiesburg Bobby L. Chain Municipal Airport,31.2648,-89.2528
IataHBH,us,United States,hbh,Alaska,Entrance Island,Entrance Island Seaplane Base (Hobart Bay),57.4122,-133.438
IataHBK,us,United States,hbk,Arizona,Holbrook,Holbrook Municipal Airport,34.9407,-110.138
IataHBR,us,United States,hbr,Oklahoma,Hobart,Hobart Regional Airport,34.9913,-99.0513
IataHCA,us,United States,hca,Texas,Big Spring,Big Spring McMahon-Wrinkle Airport,32.2126,-101.522
IataHCC,us,United States,hcc,New York,Hudson,Columbia County Airport,42.2913,-73.7103
IataHCR,us,United States,hcr,Alaska,Holy Cross,Holy Cross Airport,62.1883,-159.775
IataHCW,us,United States,hcw,South Carolina,Cheraw,Cheraw Municipal Airport (Lynch Bellinger Field,34.7129,-79.957
IataHDE,us,United States,hde,Nebraska,Holdrege,Brewster Field,40.4521,-99.3365
IataHDH,us,United States,hdh,Hawaii,Mokuleia,Dillingham Airfield,21.5795,-158.197
IataHDN,us,United States,hdn,Colorado,Hayden,Yampa Valley Airport,40.4812,-107.218
IataHED,us,United States,hed,Alaska,Herendeen Bay,Herendeen Bay Airport,55.8014,-160.899
IataHEE,us,United States,hee,Arkansas,Helena-West Helena,Thompson-Robbins Airport,34.5766,-90.6762
IataHEG,us,United States,heg,Florida,Jacksonville,,32.6938,-86.1676
IataHES,us,United States,hes,Oregon,Hermiston,Hermiston Municipal Airport,45.8282,-119.259
IataHEZ,us,United States,hez,Mississippi,Natchez,Natchez-Adams County Airport (Hardy-Anders Field),31.6137,-91.2973
IataHFD,us,United States,hfd,Connecticut,Hartford,Hartford-Brainard Airport,41.7367,-72.6494
IataHFF,us,United States,hff,North Carolina,Hoffman,Mackall Army Airfield,35.0363,-79.4978
IataHGR,us,United States,hgr,Maryland,Hagerstown,Hagerstown Regional Airport (Richard A. Henson Field),39.7079,-77.7295
IataHGZ,us,United States,hgz,Alaska,Hogatza,Hog River Airport,66.2161,-155.669
IataHHH,us,United States,hhh,South Carolina,Hilton Head Island,Hilton Head Airport,32.2244,-80.6975
IataHHI,us,United States,hhi,Hawaii,Wahiawa,Wheeler Army Airfield,21.4835,-158.04
IataHHR,us,United States,hhr,California,Hawthorne,Hawthorne Municipal Airport (Jack Northrop Field),33.9228,-118.335
IataHIB,us,United States,hib,Minnesota,Hibbing,Range Regional Airport,47.3866,-92.839
IataHIE,us,United States,hie,New Hampshire,Whitefield,Mount Washington Regional Airport,44.3676,-71.5445
IataHIF,us,United States,hif,Utah,Ogden,Hill Air Force Base,41.124,-111.973
IataHII,us,United States,hii,Arizona,Lake Havasu City,Lake Havasu City Airport,34.5711,-114.358
IataHIO,us,United States,hio,Oregon,Portland,Hillsboro Airport (Portland-Hillsboro Airport),45.5404,-122.95
IataHKA,us,United States,hka,Arkansas,Blytheville,Blytheville Municipal Airport,35.9404,-89.8308
IataHKB,us,United States,hkb,Alaska,Healy Lake,Healy Lake Airport,63.9958,-144.693
IataHKS,us,United States,hks,Mississippi,Jackson,Hawkins Field,32.3345,-90.2222
IataHKY,us,United States,hky,North Carolina,Hickory,Hickory Regional Airport,35.7411,-81.3895
IataHLB,us,United States,hlb,Indiana,Batesville,Hillenbrand Industries Airport,39.3445,-85.2583
IataHLC,us,United States,hlc,Kansas,Hill City,Hill City Municipal Airport,39.3788,-99.8315
IataHLG,us,United States,hlg,West Virginia,Wheeling,Wheeling Ohio County Airport,40.175,-80.6463
IataHLI,us,United States,hli,California,Hollister,Hollister Municipal Airport,36.8933,-121.41
IataHLM,us,United States,hlm,Michigan,Holland,Park Township Airport,42.7959,-86.162
IataHLN,us,United States,hln,Montana,Helena,Helena Regional Airport,46.6068,-111.983
IataHLR,us,United States,hlr,Texas,Fort Cavazos (Killeen),Hood Army Airfield,31.1387,-97.7145
IataHMN,us,United States,hmn,New Mexico,Alamogordo,Holloman Air Force Base,32.8525,-106.107
IataHMT,us,United States,hmt,California,Hemet,Hemet-Ryan Airport,33.734,-117.023
IataHNB,us,United States,hnb,Indiana,Huntingburg,Huntingburg Airport,38.249,-86.9537
IataHNC,us,United States,hnc,North Carolina,Hatteras,Billy Mitchell Airport,35.2328,-75.6178
IataHNH,us,United States,hnh,Alaska,Hoonah,Hoonah Airport,58.0961,-135.41
IataHNL,us,United States,hnl,Hawaii,Honolulu,Daniel K. Inouye International Airport,21.3206,-157.924
IataHNM,us,United States,hnm,Hawaii,Hana,Hana Airport,20.7956,-156.014
IataHNS,us,United States,hns,Alaska,Haines,Haines Airport,59.2438,-135.524
IataHOB,us,United States,hob,New Mexico,Hobbs,Lea County Regional Airport,32.6875,-103.217
IataHOM,us,United States,hom,Alaska,Homer,Homer Airport,59.6456,-151.477
IataHON,us,United States,hon,South Dakota,Huron,Huron Regional Airport,44.3852,-98.2285
IataHOP,us,United States,hop,Kentucky,Fort Campbell,Campbell Army Airfield,36.6686,-87.4962
IataHOT,us,United States,hot,Arkansas,Hot Springs,Memorial Field Airport,34.478,-93.0962
IataHOU,us,United States,hou,Texas,Houston,William P. Hobby Airport,29.6454,-95.2789
IataHPB,us,United States,hpb,Alaska,Hooper Bay,Hooper Bay Airport,61.5239,-166.147
IataHPN,us,United States,hpn,New York,Westchester County,Westchester County Airport,41.067,-73.7076
IataHPT,us,United States,hpt,Iowa,Hampton,Hampton Municipal Airport,42.7237,-93.2263
IataHPV,us,United States,hpv,Hawaii,Hanalei,Princeville Airport,22.2092,-159.446
IataHPY,us,United States,hpy,Texas,Baytown,Baytown Airport,29.7861,-94.9527
IataHQM,us,United States,hqm,Washington,Hoquiam,Bowerman Airport,46.9712,-123.937
IataHRL,us,United States,hrl,Texas,Harlingen,Valley International Airport,26.2285,-97.6544
IataHRO,us,United States,hro,Arkansas,Harrison,Boone County Airport,36.2615,-93.1547
IataHSB,us,United States,hsb,Illinois,Harrisburg,Harrisburg-Raleigh Airport,37.8113,-88.5503
IataHSH,us,United States,hsh,Nevada,Las Vegas,Henderson Executive Airport,35.9728,-115.134
IataHSI,us,United States,hsi,Nebraska,Hastings,Hastings Municipal Airport,40.6053,-98.4279
IataHSL,us,United States,hsl,Alaska,Huslia,Huslia Airport,65.6979,-156.351
IataHSP,us,United States,hsp,Virginia,Hot Springs,Ingalls Field,37.9514,-79.8339
IataHST,us,United States,hst,Florida,Homestead,Homestead Air Reserve Base,25.4886,-80.3836
IataHSV,us,United States,hsv,Alabama,Huntsville,Huntsville International Airport (Carl T. Jones Field),34.6372,-86.7751
IataHTH,us,United States,hth,Nevada,Hawthorne,Hawthorne Industrial Airport,38.5444,-118.634
IataHTL,us,United States,htl,Michigan,Houghton Lake,Roscommon County-Blodgett Memorial Airport,44.3598,-84.6711
IataHTO,us,United States,hto,New York,East Hampton,East Hampton Airport,40.9596,-72.2518
IataHTS,us,United States,hts,West Virginia,Huntington,Tri-State Airport (Milton J. Ferguson Field),38.3667,-82.558
IataHTV,us,United States,htv,Texas,Huntsville,Huntsville Municipal Airport (Bruce Brothers Regional),30.7469,-95.5872
IataHTW,us,United States,htw,Ohio,Chesapeake,Lawrence County Airpark,38.4193,-82.4943
IataHUA,us,United States,hua,Alabama,Redstone Arsenal,Redstone Army Airfield,34.6787,-86.6848
IataHUC,us,United States,huc,Massachusetts,Humacao,Humacao Airport,18.1381,-65.8013
IataHUD,us,United States,hud,Iowa,Humboldt,Humboldt Municipal Airport,42.7361,-94.2452
IataHUF,us,United States,huf,Indiana,Terre Haute,,39.4599,-87.3719
IataHUJ,us,United States,huj,Oklahoma,Hugo,Stan Stamper Municipal Airport,34.0348,-95.5419
IataHUL,us,United States,hul,Maine,Houlton,Houlton International Airport,46.1231,-67.7921
IataHUM,us,United States,hum,Louisiana,Houma,Houma-Terrebonne Airport,29.5665,-90.6604
IataHUS,us,United States,hus,Alaska,Hughes,Hughes Airport,66.0411,-154.263
IataHUT,us,United States,hut,Kansas,Hutchinson,Hutchinson Municipal Airport,38.0655,-97.8606
IataHVE,us,United States,hve,Utah,Hanksville,Hanksville Airport,38.418,-110.704
IataHVN,us,United States,hvn,Connecticut,Tampa,Tweed New Haven Airport,41.2637,-72.8868
IataHVR,us,United States,hvr,Montana,Havre,Havre City-County Airport,48.543,-109.762
IataHVS,us,United States,hvs,South Carolina,Hartsville,Hartsville Regional Airport,34.4031,-80.1192
IataHWD,us,United States,hwd,California,Hayward,Hayward Executive Airport,37.6592,-122.122
IataHWI,us,United States,hwi,Alaska,Hawk Inlet,Hawk Inlet Seaplane Base,58.1274,-134.756
IataHWO,us,United States,hwo,Florida,Hollywood,North Perry Airport,26.0012,-80.2407
IataHYA,us,United States,hya,Massachusetts,Hyannis,Barnstable Municipal Airport (Boardman/Polando Field),41.6693,-70.2804
IataHYG,us,United States,hyg,Alaska,Hydaburg,Hydaburg Seaplane Base,55.2063,-132.828
IataHYL,us,United States,hyl,Alaska,Hollis,Hollis Clark Bay Seaplane Base,55.4816,-132.646
IataHYR,us,United States,hyr,Wisconsin,Hayward,Sawyer County Airport,46.0252,-91.4443
IataHYS,us,United States,hys,Kansas,Hays,Hays Regional Airport,38.8422,-99.2732
IataHZL,us,United States,hzl,Pennsylvania,Hazleton,Hazleton Municipal Airport,40.9868,-75.9949
IataIAB,us,United States,iab,Kansas,Wichita,McConnell Air Force Base,37.6219,-97.2682
IataIAD,us,United States,iad,Virginia,"Washington, D.C.",Washington Dulles International Airport,38.9445,-77.4558
IataIAG,us,United States,iag,New York,Niagara Falls,Niagara Falls International Airport,43.1073,-78.9462
IataIAH,us,United States,iah,Texas,Houston,George Bush Intercontinental Airport,29.9844,-95.3414
IataIAN,us,United States,ian,Alaska,Kiana,Bob Baker Memorial Airport,66.976,-160.437
IataICL,us,United States,icl,Iowa,Clarinda,Schenck Field,40.7218,-95.0264
IataICS,us,United States,ics,Idaho,Cascade,Cascade Airport,44.4938,-116.016
IataICT,us,United States,ict,Kansas,Wichita,Wichita Dwight D. Eisenhower National Airport,37.6499,-97.4331
IataICY,us,United States,icy,Alaska,Icy Bay,Icy Bay Airport,59.969,-141.662
IataIDA,us,United States,ida,Idaho,Idaho Falls,Idaho Falls Regional Airport,43.5136,-112.071
IataIDG,us,United States,idg,Iowa,Ida Grove,Ida Grove Municipal Airport,42.3325,-95.445
IataIDH,us,United States,idh,Idaho,Grangeville,Idaho County Airport,45.9426,-116.123
IataIDI,us,United States,idi,Pennsylvania,Indiana,Indiana County-Jimmy Stewart Airport,40.6322,-79.1055
IataIDP,us,United States,idp,Kansas,Independence,Independence Municipal Airport,37.1584,-95.7784
IataIFA,us,United States,ifa,Iowa,Iowa Falls,Iowa Falls Municipal Airport,42.4708,-93.27
IataIFP,us,United States,ifp,Arizona,Bullhead City,Laughlin/Bullhead International Airport,35.1574,-114.56
IataIGG,us,United States,igg,Alaska,Igiugig,Igiugig Airport,59.324,-155.902
IataIGM,us,United States,igm,Arizona,Kingman,Kingman Airport,35.2595,-113.938
IataIJX,us,United States,ijx,Illinois,Jacksonville,Jacksonville Municipal Airport,39.7707,-90.238
IataIKB,us,United States,ikb,North Carolina,North Wilkesboro,Wilkes County Airport,36.2228,-81.0983
IataIKK,us,United States,ikk,Illinois,Kankakee,Greater Kankakee Airport,41.0714,-87.8463
IataIKO,us,United States,iko,Alaska,Nikolski,Nikolski Air Station,52.9416,-168.849
IataILE,us,United States,ile,Texas,Killeen,Skylark Field,31.0858,-97.6865
IataILG,us,United States,ilg,Delaware,Wilmington,Wilmington Airport (New Castle Airport),39.6787,-75.6065
IataILI,us,United States,ili,Alaska,Iliamna,Iliamna Airport,59.7544,-154.911
IataILL,us,United States,ill,Minnesota,Willmar,Willmar Municipal Airport (John L. Rice Field),45.1177,-95.1304
IataILM,us,United States,ilm,North Carolina,Wilmington,Wilmington International Airport,34.2706,-77.9026
IataILN,us,United States,iln,Ohio,Wilmington,Wilmington Air Park,39.4279,-83.7921
IataIML,us,United States,iml,Nebraska,Imperial,Imperial Municipal Airport,40.5093,-101.621
IataIMM,us,United States,imm,Florida,Immokalee,Immokalee Regional Airport,26.4332,-81.401
IataIMT,us,United States,imt,Michigan,Iron Mountain,Ford Airport,45.8184,-88.1145
IataIND,us,United States,ind,Indiana,Indianapolis,Indianapolis International Airport,39.7173,-86.2944
IataINK,us,United States,ink,Texas,Wink,Winkler County Airport,31.7796,-103.201
IataINL,us,United States,inl,Minnesota,International Falls,Falls International Airport,48.5662,-93.4031
IataINS,us,United States,ins,Nevada,Indian Springs,Creech Air Force Base,36.5872,-115.673
IataINT,us,United States,int,North Carolina,Winston Salem,Smith Reynolds Airport,36.1337,-80.222
IataINW,us,United States,inw,Arizona,Winslow,Winslow-Lindbergh Regional Airport,35.0219,-110.723
IataIOW,us,United States,iow,Iowa,Iowa City,Iowa City Municipal Airport,41.6392,-91.5465
IataIPL,us,United States,ipl,California,Imperial,Imperial County Airport (Boley Field),32.8342,-115.579
IataIPT,us,United States,ipt,Pennsylvania,Williamsport,Williamsport Regional Airport,41.2418,-76.9211
IataIRB,us,United States,irb,Texas,Iraan,Iraan Municipal Airport,30.9057,-101.892
IataIRC,us,United States,irc,Alaska,Circle,Circle City Airport,65.8305,-144.076
IataIRK,us,United States,irk,Missouri,Kirksville,Kirksville Regional Airport,40.0935,-92.5449
IataIRS,us,United States,irs,Michigan,Sturgis,Kirsch Municipal Airport,41.8133,-85.439
IataISM,us,United States,ism,Florida,Greater Orlando,Kissimmee Gateway Airport,28.2898,-81.4371
IataISN,us,United States,isn,North Dakota,Williston,Sloulin Field International Airport,48.1779,-103.642
IataISO,us,United States,iso,North Carolina,Kinston,Kinston Regional Jetport (Stallings Field),35.3314,-77.6088
IataISP,us,United States,isp,New York,Long Island,Long Island MacArthur Airport,40.7952,-73.1002
IataISQ,us,United States,isq,Michigan,Manistique,Schoolcraft County Airport,45.9746,-86.1718
IataISS,us,United States,iss,Maine,Wiscasset,Wiscasset Airport,43.9614,-69.7126
IataISW,us,United States,isw,Wisconsin,Wisconsin Rapids,South Wood County Airport (Alexander Field),44.3603,-89.839
IataITH,us,United States,ith,New York,Ithaca,Ithaca Tompkins Regional Airport,42.491,-76.4584
IataITO,us,United States,ito,Hawaii,Hilo,Hilo International Airport,19.7214,-155.048
IataIWD,us,United States,iwd,Michigan,Ironwood,Gogebic-Iron County Airport,46.5275,-90.1314
IataIWS,us,United States,iws,Texas,Houston,West Houston Airport,29.8182,-95.6726
IataIYK,us,United States,iyk,California,Inyokern,Inyokern Airport,35.6588,-117.83
IataJAC,us,United States,jac,Wyoming,Jackson,Jackson Hole Airport,43.6073,-110.738
IataJAN,us,United States,jan,Mississippi,Jackson,Jackson-Evers International Airport,32.3112,-90.0759
IataJAS,us,United States,jas,Texas,Jasper,Jasper County Airport (Bell Field),30.8857,-94.0349
IataJAX,us,United States,jax,Florida,Jacksonville,Jacksonville International Airport,30.4941,-81.6879
IataJBR,us,United States,jbr,Arkansas,Jonesboro,Jonesboro Municipal Airport,35.8317,-90.6464
IataJBT,us,United States,jbt,Alaska,Bethel,Bethel Seaplane Base,60.782,-161.743
IataJCI,us,United States,jci,Kansas,Olathe,New Century AirCenter,38.8309,-94.8903
IataJCT,us,United States,jct,Texas,Junction,Kimble County Airport,30.5113,-99.7635
IataJCY,us,United States,jcy,Texas,Stonewall,LBJ Ranch Airport,30.2518,-98.6225
IataJDA,us,United States,jda,Oregon,John Day,Grant County Regional Airport (Ogilvie Field),44.4042,-118.963
IataJDN,us,United States,jdn,Montana,Jordan,Jordan Airport,47.3288,-106.953
IataJEF,us,United States,jef,Missouri,Jefferson City,Jefferson City Memorial Airport,38.5912,-92.1561
IataJFK,us,United States,jfk,New York,New York City,John F. Kennedy International Airport,40.6397,-73.7789
IataJFN,us,United States,jfn,Ohio,Ashtabula County,Northeast Ohio Regional Airport,41.778,-80.6955
IataJHM,us,United States,jhm,Hawaii,Lahaina,Kapalua Airport,20.9629,-156.673
IataJHW,us,United States,jhw,New York,Jamestown,Chautauqua County-Jamestown Airport,42.1534,-79.258
IataJKV,us,United States,jkv,Texas,Jacksonville,Cherokee County Airport,31.8693,-95.2174
IataJLA,us,United States,jla,Alaska,Cooper Landing,Quartz Creek Airport,60.4827,-149.719
IataJLN,us,United States,jln,Missouri,Joplin,Joplin Regional Airport,37.1518,-94.4983
IataJMS,us,United States,jms,North Dakota,Jamestown,Jamestown Regional Airport,46.9297,-98.6782
IataJNU,us,United States,jnu,Alaska,Juneau,Juneau International Airport,58.355,-134.576
IataJOT,us,United States,jot,Illinois,Joliet,Joliet Regional Airport,41.5178,-88.1755
IataJRF,us,United States,jrf,Hawaii,Kapolei,Kalaeloa Airport (John Rodgers Field),21.3074,-158.07
IataJST,us,United States,jst,Pennsylvania,Johnstown,John Murtha Johnstown-Cambria County Airport,40.3161,-78.8339
IataJVI,us,United States,jvi,New Jersey,Manville,Central Jersey Regional Airport,40.5244,-74.5984
IataJVL,us,United States,jvl,Wisconsin,Janesville,Southern Wisconsin Regional Airport,42.6203,-89.0416
IataJXN,us,United States,jxn,Michigan,Jackson,Jackson County Airport (Reynolds Field),42.2598,-84.4594
IataKAE,us,United States,kae,Alaska,Kake,Kake Airport,56.973,-133.946
IataKAL,us,United States,kal,Alaska,Village of Kaltag,Kaltag Airport,64.3191,-158.741
IataKBC,us,United States,kbc,Alaska,Birch Creek,Birch Creek Airport,66.274,-145.824
IataKBE,us,United States,kbe,Alaska,Bell Island,Bell Island Hot Springs Seaplane Base,55.9291,-131.572
IataKBW,us,United States,kbw,Alaska,Chignik,Chignik Bay Seaplane Base,56.2956,-158.401
IataKCC,us,United States,kcc,Alaska,Coffman Cove,Coffman Cove Seaplane Base,56.0032,-132.842
IataKCG,us,United States,kcg,Alaska,Chignik,,56.3178,-158.5898
IataKCL,us,United States,kcl,Alaska,Chignik Lagoon,Chignik Lagoon Airport (Chignik Flats Airport),56.3112,-158.536
IataKCN,us,United States,kcn,Alaska,Chernofski Harbor,Chernofski Harbor Seaplane Base,53.4029,-167.52
IataKCQ,us,United States,kcq,Alaska,Chignik Lake,Chignik Lake Airport,56.255,-158.775
IataKCR,us,United States,kcr,Alaska,Colorado Creek,Colorado Creek Airport,63.5677,-155.989
IataKDK,us,United States,kdk,Alaska,Kodiak,Kodiak Municipal Airport,57.8059,-152.374
IataKEB,us,United States,keb,Alaska,Nanwalek,Nanwalek Airport,59.3521,-151.925
IataKEH,us,United States,keh,Washington,Kenmore,Kenmore Air Harbor,47.7548,-122.259
IataKEK,us,United States,kek,Alaska,Ekwok,Ekwok Airport,59.3568,-157.471
IataKFP,us,United States,kfp,Alaska,False Pass,False Pass Airport,54.8474,-163.41
IataKGK,us,United States,kgk,Alaska,Koliganek,Koliganek Airport,59.7266,-157.259
IataKGX,us,United States,kgx,Alaska,Grayling,Grayling Airport,62.8952,-160.066
IataKGZ,us,United States,kgz,Alaska,Glacier Creek,Glacier Creek Airport,61.4551,-142.381
IataKIB,us,United States,kib,Alaska,Ivanof Bay,Ivanof Bay Seaplane Base,55.8975,-159.489
IataKIC,us,United States,kic,California,King City,Mesa Del Rey Airport,36.228,-121.122
IataKIP,us,United States,kip,Texas,Wichita Falls,Kickapoo Downtown Airport,33.8578,-98.4904
IataKKA,us,United States,kka,Alaska,Koyuk,Koyuk Alfred Adams Airport,64.9395,-161.154
IataKKB,us,United States,kkb,Alaska,Kitoi Bay,Kitoi Bay Seaplane Base,58.1909,-152.37
IataKKH,us,United States,kkh,Alaska,Kongiganak,Kongiganak Airport,59.9608,-162.881
IataKKI,us,United States,kki,Alaska,Akiachak,Akiachak Airport,60.9048,-161.422
IataKKK,us,United States,kkk,Alaska,Kalakaket Creek,Kalakaket Creek Air Station,64.4166,-156.82
IataKKL,us,United States,kkl,Alaska,Karluk Lake,Karluk Lake Seaplane Base,57.367,-154.028
IataKKT,us,United States,kkt,Indiana,Kentland,Kentland Municipal Airport,40.7587,-87.4282
IataKKU,us,United States,kku,Alaska,Ekuk,Ekuk Airport,58.8112,-158.559
IataKLG,us,United States,klg,Alaska,Kalskag,Kalskag Airport,61.5363,-160.341
IataKLL,us,United States,kll,Alaska,Levelock,Levelock Airport,59.1281,-156.859
IataKLN,us,United States,kln,Alaska,Larsen Bay,Larsen Bay Airport,57.5351,-153.978
IataKLS,us,United States,kls,Washington,Cowlitz County,Southwest Washington Regional Airport,46.118,-122.898
IataKLW,us,United States,klw,Alaska,Klawock,Klawock Airport,55.5792,-133.076
IataKMO,us,United States,kmo,Alaska,Manokotak,Manokotak Airport,58.9902,-159.05
IataKMY,us,United States,kmy,Alaska,Moser Bay,Moser Bay Seaplane Base,57.0256,-154.146
IataKNB,us,United States,knb,Utah,Kanab,Kanab Municipal Airport,37.0106,-112.531
IataKNK,us,United States,knk,Missouri,Kokhanok,Kokhanok Airport,59.4332,-154.804
IataKNT,us,United States,knt,Missouri,Kennett,Kennett Memorial Airport,36.2259,-90.0366
IataKNW,us,United States,knw,Alaska,New Stuyahok,New Stuyahok Airport,59.4499,-157.328
IataKOA,us,United States,koa,Hawaii,Kailua-Kona,Kona International Airport at Keahole,19.7388,-156.046
IataKOT,us,United States,kot,Alaska,Kotlik,Kotlik Airport,63.0306,-163.533
IataKOY,us,United States,koy,Alaska,Olga Bay,Olga Bay Seaplane Base,57.1615,-154.23
IataKOZ,us,United States,koz,Alaska,Ouzinkie,Ouzinkie Airport,57.9254,-152.497
IataKPB,us,United States,kpb,Alaska,Point Baker,Point Baker Seaplane Base,56.3519,-133.623
IataKPC,us,United States,kpc,Alaska,Port Clarence,Port Clarence Coast Guard Station,65.2537,-166.859
IataKPN,us,United States,kpn,Alaska,Kipnuk,Kipnuk Airport,59.933,-164.031
IataKPR,us,United States,kpr,Alaska,Port Williams,Port Williams Seaplane Base,58.4901,-152.582
IataKPT,us,United States,kpt,Nevada,Jackpot,Jackpot Airport (Hayden Field),41.976,-114.658
IataKPV,us,United States,kpv,Alaska,Perryville,Perryville Airport,55.906,-159.163
